CityState,city,state,Population,White Population,Black Population,Native American Population,Asian Population,Hispanic Population,Education None,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Poverty,Employment Labor Force,Employment Unemployed,Employment Male Computer Engineering,Employment Female Computer Engineering,Median Age,Median Male Age,Median Female Age,Household Income,Income Per Capita,Median Gross Rent,Median Home Value,lat,lng
"BEL AIR, MD",BEL AIR,MD,64270,56458,3477,60,2466,1787,253,9203,1101,3775,10120,6027,1005,931,3015,35514,1634,2137,707,40.95,39.1,43.25,91464.0,40827.0,1337.5,310900.0,39.54013,-76.3223265
"BERWYN, IL",BERWYN,IL,64174,43029,3721,296,1393,38676,972,10603,1449,3227,5803,1680,349,296,8449,33544,3328,712,272,35.2,35.0,35.5,56303.0,23148.0,910.0,168600.0,41.835216,-87.791373
"MASSILLON, OH",MASSILLON,OH,64167,58973,3389,2,486,1033,448,16852,1496,3926,5752,2382,371,324,8530,33245,2691,798,310,42.9,41.1,44.65,48550.5,24661.5,700.0,114150.0,40.8061225,-81.5311225
"NORTH HILLS, CA",NORTH HILLS,CA,64149,31724,2549,55,8437,39544,1340,9064,503,2669,6926,1672,388,227,14622,33086,3752,697,233,33.1,31.8,34.6,55956.0,21714.0,1163.0,405600.0,34.237912,-118.482306
"FLORENCE, AL",FLORENCE,AL,64075,53227,8665,277,468,1642,473,11498,2507,2233,5967,2813,643,574,12755,29306,2159,477,176,41.4,39.33333333,43.06666667,45936.0,26158.66667,665.0,127266.6667,34.87245033,-87.69152367
"NORTH PORT, FL",NORTH PORT,FL,64026,55626,4914,48,727,4675,350,14916,2414,5357,5644,1924,261,327,7910,26154,2490,615,237,47.38,47.24,48.34,48761.0,25999.8,988.2,139460.0,27.0717988,-82.1825902
"PICO RIVERA, CA",PICO RIVERA,CA,63815,32081,828,576,1776,57855,1541,11424,996,2519,3518,647,190,243,8640,31188,3255,257,143,35.1,33.4,36.9,55758.0,18701.0,1210.0,336000.0,33.989524,-118.089299
"EULESS, TX",EULESS,TX,63814,39651,9664,232,7729,12864,536,7777,1415,3440,10083,2824,483,352,7879,37677,2477,1759,494,34.05,33.75,34.75,53590.5,28997.0,907.5,151350.0,32.837196,-97.0886755
"RANCHO CORDOVA, CA",RANCHO CORDOVA,CA,63807,40798,5160,403,8273,11747,623,7944,1156,4150,9393,3114,894,640,9570,32925,3818,1910,793,34.5,33.9,35.4,81826.0,31147.0,1456.5,273500.0,38.5910255,-121.2410575
"LEVITTOWN, PA",LEVITTOWN,PA,63779,56339,3992,49,1424,3904,255,18486,1316,3646,5529,1810,226,101,4410,35973,2648,957,444,39.4,37.85,40.85,66528.75,27209.5,1162.75,226250.0,40.15337125,-74.84947375
"ROSEMEAD, CA",ROSEMEAD,CA,63758,14002,176,272,38063,21626,4031,11905,685,3050,5887,1537,388,114,11575,31061,3319,938,197,41.1,40.0,42.2,46729.0,18120.0,1178.0,432100.0,34.065493,-118.084529
"CLEARFIELD, UT",CLEARFIELD,UT,63699,54281,1240,377,1672,8507,125,9041,1641,3994,5802,1505,112,47,6134,31389,1516,1518,446,29.4,28.5,30.2,59489.0,20808.0,892.0,171100.0,41.120367,-112.06076
"CASA GRANDE, AZ",CASA GRANDE,AZ,63698,48304,3038,2687,1505,26091,738,10616,2690,4176,4497,1895,219,97,11289,26577,3123,546,146,43.13333333,43.86666667,42.73333333,43908.0,21216.33333,790.0,115333.3333,32.87368333,-111.7301437
"ELYRIA, OH",ELYRIA,OH,63689,50537,8468,124,470,3416,430,13261,2342,4048,4418,2094,256,168,12840,32772,3390,854,165,38.6,36.8,40.7,43054.0,22307.0,716.0,99600.0,41.363571,-82.13786
"MARTINSBURG, WV",MARTINSBURG,WV,63671,53804,5846,120,809,2886,312,12567,2602,3299,5563,2556,283,309,9837,31812,3108,1011,465,36.9,36.2,37.35,53626.0,25376.75,954.0,162000.0,39.456053,-77.9590295
"EAST LANSING, MI",EAST LANSING,MI,63656,49154,4614,189,6444,2874,154,2013,215,1761,6878,4392,1545,2437,18009,32157,2919,1561,884,21.4,21.35,21.5,38663.0,15773.5,862.0,170200.0,42.7458275,-84.470679
"SAN GABRIEL, CA",SAN GABRIEL,CA,63613,15325,369,104,36837,16599,1825,10580,601,3131,11494,3065,1013,508,8248,32866,2125,1211,390,42.15,40.65,43.75,61311.0,27248.0,1245.0,597400.0,34.1030245,-118.0916785
"DELAND, FL",DELAND,FL,63553,52961,6165,83,1365,7689,320,12333,1866,4419,6412,2530,526,568,11308,26937,2482,972,215,44.25,43.65,45.05,42258.5,22575.5,932.5,132300.0,29.030294,-81.29708
"WEST HARTFORD, CT",WEST HARTFORD,CT,63544,51142,4450,35,4460,6179,442,5829,824,2296,12117,8922,3990,1822,4710,34488,1956,1896,780,41.225,39.125,42.725,89975.0,47410.0,1221.5,310125.0,41.758392,-72.74561825
"VALENCIA, CA",VALENCIA,CA,63528,45501,2595,73,9491,12046,276,5659,614,3966,12487,4804,1144,706,3349,33881,2498,1869,501,38.1,37.5,38.85,100692.5,41824.0,1935.5,454050.0,34.452805,-118.599095
"MONTEBELLO, CA",MONTEBELLO,CA,63521,41197,803,633,8164,47982,1637,11572,909,2947,5750,1615,490,166,8827,28944,2313,642,310,37.1,33.9,39.7,45898.0,20823.0,1146.0,402400.0,34.015444,-118.111012
"LAKEWOOD, WA",LAKEWOOD,WA,63485,39146,7014,1113,5433,11380,525,9265,2209,4656,5580,2020,468,239,12354,30566,3571,467,152,33.23333333,32.03333333,34.66666667,42893.0,22213.66667,974.3333333,144500.0,47.15349033,-122.5230633
"WEST NEW YORK, NJ",WEST NEW YORK,NJ,63455,37966,2331,432,3758,48625,1828,11821,572,2066,7096,3115,637,542,13209,36750,4058,800,398,35.1,33.8,37.2,47611.0,26797.0,1193.0,311200.0,40.788079,-74.011357
"SAN LUIS OBISPO, CA",SAN LUIS OBISPO,CA,63452,51071,2909,272,4194,9892,245,3652,1249,2592,8470,3557,1013,980,15517,29483,2011,2138,418,27.15,26.55,28.2,48997.0,25756.0,1315.0,587300.0,35.27796933,-120.6700147
"BILOXI, MS",BILOXI,MS,63395,43654,11558,163,4110,3856,618,8643,2508,4882,5629,2495,649,320,12330,34495,2843,694,103,32.725,31.925,33.225,40605.66667,20049.0,786.6666667,137666.6667,30.42858925,-88.933859
"LEANDER, TX",LEANDER,TX,63258,56363,1939,189,968,14592,410,7034,1548,4389,10297,3127,373,381,3814,34234,2000,1952,404,42.45,42.0,42.75,74064.0,36154.0,1175.0,180250.0,30.506082,-97.9398115
"FAYETTEVILLE, GA",FAYETTEVILLE,GA,63251,39199,19184,128,2313,4129,168,9554,1136,3295,10764,4266,1291,470,5592,31414,2391,836,430,44.25,42.95,45.5,75398.0,34665.0,1061.0,201700.0,33.4410385,-84.4712145
"YUKON, OK",YUKON,OK,63219,52913,1283,1360,2555,3736,323,9422,1547,3858,9030,2523,558,296,3824,33970,1399,1107,367,34.7,34.0,35.7,65776.0,29434.0,940.0,148300.0,35.527369,-97.78251
"POTTSTOWN, PA",POTTSTOWN,PA,63206,53309,5898,37,903,3049,375,13908,1647,3230,7966,3382,572,304,7132,34542,2859,1460,594,40.75,39.75,41.7,68298.0,33859.5,972.5,220200.0,40.224659,-75.6502125
"SHEBOYGAN, WI",SHEBOYGAN,WI,63202,54207,935,120,5368,5549,672,13881,2120,4214,6232,2331,413,260,7279,34325,2275,1238,337,39.8,38.2,41.35,52580.0,26321.0,685.5,134650.0,43.763162,-87.748782
"ALTOONA, PA",ALTOONA,PA,62993,59418,1589,59,385,790,310,18753,2491,3508,5471,1817,287,301,11938,29532,2258,631,175,40.65,38.95,42.85,38985.0,21647.0,600.0,93200.0,40.533963,-78.3721725
"BOZEMAN, MT",BOZEMAN,MT,62992,59250,307,817,1061,1735,32,4750,983,2109,13552,4954,1018,1704,9069,38047,2499,2115,877,31.1,30.1,32.7,53442.0,30838.0,906.0,304750.0,45.701097,-111.0080605
"BROOKSVILLE, FL",BROOKSVILLE,FL,62972,56817,4069,186,445,5262,593,14682,3100,3984,5019,2024,404,298,10606,24450,3352,449,140,48.1,44.74,50.52,41997.2,21441.8,875.8,109140.0,28.5583192,-82.4343406
"EDEN PRAIRIE, MN",EDEN PRAIRIE,MN,62679,50045,3469,183,6642,2174,236,4147,398,3684,16661,6893,1454,1078,3116,36159,1478,3621,1007,38.26666667,36.36666667,39.7,97503.66667,50527.0,1335.0,284933.3333,44.85752167,-93.45810933
"NORTH BERGEN, NJ",NORTH BERGEN,NJ,62570,44248,1997,89,3942,45897,784,11508,1319,3232,7607,2759,716,136,9815,35163,4220,1074,354,36.0,34.1,38.5,55222.0,25437.0,1211.0,296000.0,40.794175,-74.02496
"SNOHOMISH, WA",SNOHOMISH,WA,62531,56171,363,406,2780,2531,167,8831,964,4473,10212,3018,778,294,4432,33616,2141,2374,616,40.95,40.2,41.75,91485.0,38426.0,1283.0,372950.0,47.898075,-122.039793
"HENDERSONVILLE, TN",HENDERSONVILLE,TN,62512,54408,4767,241,1521,2053,275,10767,1537,3019,9741,3245,763,567,4004,34000,1875,1014,274,40.2,39.0,41.4,63163.0,33689.0,987.0,210500.0,36.339969,-86.607922
"ORMOND BEACH, FL",ORMOND BEACH,FL,62490,56930,1845,68,1417,2877,467,12629,1886,4623,8369,3755,1481,583,7637,26455,2564,589,87,54.1,53.4,54.7,45162.5,31600.0,975.0,169150.0,29.308183,-81.1119275
"MEDINA, OH",MEDINA,OH,62446,59070,1465,74,851,1135,157,10647,1135,3839,10501,3996,832,404,4652,32822,1513,1479,299,41.4,40.1,42.2,71430.0,33694.0,864.0,196400.0,41.139872,-81.860559
"WALTHAM, MA",WALTHAM,MA,62438,46987,3769,88,6940,8300,560,9172,794,2449,11734,6962,1018,1310,5540,37884,2297,3136,1492,33.9,33.53333333,34.4,77467.66667,37387.0,1461.333333,421733.3333,42.38669533,-71.23658433
"CUPERTINO, CA",CUPERTINO,CA,62346,18712,360,165,40957,2834,325,2233,172,1972,14249,12941,1678,3221,2333,29156,2064,7210,2462,40.3,40.2,40.3,136940.0,57313.0,2394.0,1143200.0,37.306491,-122.08064
"LILBURN, GA",LILBURN,GA,62325,34187,11913,170,8670,11657,952,7786,815,3827,9338,4127,1028,646,6624,32016,2584,1653,497,38.7,36.9,40.9,67644.0,27898.0,1058.0,169200.0,33.871867,-84.112585
"COCOA, FL",COCOA,FL,62283,48430,9664,156,569,5727,384,11423,2576,5155,5030,1853,348,296,12642,30266,4114,1132,271,41.23333333,38.36666667,43.76666667,40940.66667,21338.33333,851.6666667,101400.0,28.40647067,-80.79111567
"SPRING VALLEY, NY",SPRING VALLEY,NY,62280,29480,18458,25,2175,14127,960,8343,910,2748,5046,2322,426,178,16613,28992,3217,497,175,27.9,27.5,28.3,56598.0,20836.0,1220.0,369000.0,41.11892,-74.048158
"ROCKWALL, TX",ROCKWALL,TX,62130,54258,3073,136,1534,9614,171,6766,843,2945,11475,4178,814,594,3422,31692,1588,1876,388,37.4,36.7,38.1,93659.0,39594.5,1239.5,222800.0,32.9005065,-96.4420425
"HAVERHILL, MA",HAVERHILL,MA,62079,52054,1502,134,916,11538,475,10549,1698,4674,8041,3420,568,275,7426,34391,3019,1362,279,38.83333333,38.03333333,39.46666667,62497.33333,30785.0,1059.333333,256333.3333,42.77955333,-71.09353167
"TAYLOR, MI",TAYLOR,MI,62021,47595,10202,347,985,3751,835,13777,2679,2977,2897,918,191,60,13359,29295,4208,725,143,37.9,36.2,39.3,40545.0,20351.0,793.0,72500.0,42.225283,-83.267691
"MIDDLETOWN, NY",MIDDLETOWN,NY,61952,35734,11494,413,2109,17562,608,10198,2149,4219,5853,2808,422,208,8005,32128,2957,543,214,38.0,35.75,39.65,61574.0,27825.5,1184.0,234700.0,41.466931,-74.411589
"CARTERSVILLE, GA",CARTERSVILLE,GA,61882,49972,8270,423,590,5658,356,10855,2423,2577,5311,1886,552,161,9820,29620,2633,926,418,35.4,35.0,36.15,48792.5,23037.0,833.0,125550.0,34.18855,-84.81501
"NEW CASTLE, DE",NEW CASTLE,DE,61833,29388,25660,142,1784,7830,659,13056,1797,2879,5082,2112,211,87,8073,31327,2780,931,258,36.1,34.7,37.7,55078.0,24629.0,998.0,188100.0,39.646922,-75.604852
"VINELAND, NJ",VINELAND,NJ,61807,41483,8797,156,879,23013,1498,13129,2237,2287,5369,1543,369,263,10172,30110,3011,806,318,40.0,39.4,41.15,59588.0,26550.5,1019.5,176100.0,39.4724465,-74.983746
"GROVE CITY, OH",GROVE CITY,OH,61803,56431,2406,5,1159,950,459,12840,1401,3493,7530,2223,454,334,5969,32725,1642,1145,355,38.7,36.3,41.3,63567.0,28487.0,891.0,148600.0,39.866719,-83.11557
"NATIONAL CITY, CA",NATIONAL CITY,CA,61774,35351,3159,249,11958,39469,1482,9656,946,2613,3933,653,136,120,14036,31244,3064,485,118,32.1,30.3,35.2,41403.0,17454.0,987.0,291900.0,32.670646,-117.094668
"CARSON CITY, NV",CARSON CITY,NV,61767,51604,537,1439,1822,13885,577,10015,2172,3737,5654,2430,684,374,9923,30349,3361,1038,284,42.56,41.64,45.9,53911.25,24106.8,921.25,195800.0,39.1579,-119.7724844
"WOODLAND, CA",WOODLAND,CA,61557,43952,777,675,4467,28653,876,8621,1336,3099,6091,2141,576,877,8083,30383,2898,1374,987,34.6,33.5,36.15,59590.5,25936.5,1039.0,277700.0,38.6928295,-121.7781695
"MANKATO, MN",MANKATO,MN,61513,55956,2360,227,1352,2063,151,7640,1122,4074,8441,2551,677,810,11485,37157,1901,903,318,33.4,32.05,34.25,50509.5,28465.0,732.0,166600.0,44.173699,-94.0346595
"HAMDEN, CT",HAMDEN,CT,61490,41685,12825,138,2979,5653,276,8311,864,2637,9194,6079,1480,1737,4698,35146,2478,1702,575,38.1,37.76666667,37.9,71624.0,35884.66667,1265.0,234700.0,41.38545367,-72.92084033
"PORT ORCHARD, WA",PORT ORCHARD,WA,61463,52512,1073,462,2514,4000,360,9398,1756,5318,6229,2449,517,340,7030,29593,2664,1061,431,39.3,37.85,41.45,65170.5,28722.5,1130.0,231650.0,47.5012045,-122.6375145
"RESTON, VA",RESTON,VA,61442,45418,5527,167,6334,8195,244,4081,398,2299,16100,10277,1602,1833,4436,37445,1565,4508,1400,38.86666667,38.0,39.86666667,115282.0,62591.66667,1661.333333,500633.3333,38.958342,-77.343925
"BRENTWOOD, NY",BRENTWOOD,NY,61420,31104,9409,246,1454,40748,1804,12920,1525,2325,3454,1250,218,67,6962,32716,2591,376,194,32.5,32.9,32.2,70208.0,20472.0,1243.0,278300.0,40.783805,-73.252263
"TEXARKANA, TX",TEXARKANA,TX,61395,39703,18133,468,725,3976,420,10715,2486,2817,5834,2034,889,218,11683,26844,2263,357,196,37.6,35.75,39.5,43584.0,24948.5,741.5,122050.0,33.4418075,-94.1368505
"FOND DU LAC, WI",FOND DU LAC,WI,61392,56184,1057,256,1094,3728,276,13321,2033,4605,6734,2420,476,292,6454,32869,2125,972,224,40.85,40.4,41.3,54632.0,27571.0,763.0,148650.0,43.782855,-88.4138585
"CARMICHAEL, CA",CARMICHAEL,CA,61344,48557,3700,447,2835,6913,310,7316,1084,4309,9187,4049,1804,605,9472,30148,4134,1263,492,43.2,40.1,45.5,54407.0,35223.0,928.0,311900.0,38.62415,-121.324911
"POWDER SPRINGS, GA",POWDER SPRINGS,GA,61283,33297,23424,27,1386,5271,258,9060,1300,3329,9177,3536,616,364,5380,32113,2795,1545,513,39.2,38.8,39.5,72531.0,30455.0,1131.0,160500.0,33.874556,-84.694713
"BURNSVILLE, MN",BURNSVILLE,MN,61239,46080,6778,226,2947,5125,256,8417,1118,4533,10707,3612,659,365,6828,35556,1944,1867,646,37.1,35.25,38.6,63025.5,32590.0,1015.0,213450.0,44.754708,-93.281825
"NOVATO, CA",NOVATO,CA,61220,48629,1091,89,3452,11663,371,6410,661,3623,12170,5289,1658,944,5017,32630,2132,1110,461,44.5,42.3,46.3,80137.66667,46707.0,1717.0,599733.3333,38.10223633,-122.55669
"NEW IBERIA, LA",NEW IBERIA,LA,61184,39409,18076,229,1564,2474,882,13112,2732,1942,3685,1186,349,175,11478,28972,2828,646,71,36.6,35.9,37.25,51186.5,27080.0,689.5,116600.0,29.9692865,-91.794355
"AZUSA, CA",AZUSA,CA,61170,25733,1499,656,5533,41583,1207,10140,661,2581,4092,1382,243,219,9079,30748,2845,572,352,29.2,28.6,29.8,55651.0,18252.0,1239.0,323100.0,34.280333,-117.866141
"PASADENA, MD",PASADENA,MD,61133,54600,3152,73,1269,1547,322,12231,1741,3492,7153,3227,453,231,2500,35523,2188,1912,588,39.4,38.4,40.7,90513.0,37735.0,1485.0,299300.0,39.120838,-76.494821
"ROUND LAKE, IL",ROUND LAKE,IL,61118,50238,3062,191,3473,25108,1008,8913,1556,2450,6053,1846,368,128,7439,32318,2574,1088,241,31.6,30.6,32.8,64306.0,22817.0,1153.0,138900.0,42.348824,-88.109581
"MONTEREY PARK, CA",MONTEREY PARK,CA,61085,10439,228,273,38643,18373,2400,10455,629,3708,9637,3017,688,470,10506,29690,2682,1298,323,43.7,41.9,45.3,53341.5,24995.0,1237.0,502600.0,34.0519435,-118.1289295
"MENTOR, OH",MENTOR,OH,60970,59168,487,56,583,544,252,12734,1027,4882,8958,3829,466,275,4233,34698,1809,1598,463,45.8,43.7,47.3,66866.0,33725.0,879.0,164600.0,41.67653,-81.328167
"ALBANY, OR",ALBANY,OR,60917,55321,406,926,1245,7402,315,8280,2196,4043,6587,2575,498,418,11658,29533,3225,1043,423,38.0,37.5,38.45,50843.0,23985.5,801.5,195000.0,44.6405015,-123.0785695
"NEWARK, OH",NEWARK,OH,60866,56208,1750,59,331,636,333,14138,2065,3451,4701,1663,271,206,12067,30425,2603,829,306,37.7,35.5,40.1,41367.0,22866.0,684.0,121500.0,40.119897,-82.377784
"AUBURN, AL",AUBURN,AL,60814,41754,13250,67,4166,2669,186,3875,720,1755,8976,4452,985,2285,19136,31630,2165,1362,640,25.95,24.95,27.45,36586.5,24885.0,807.5,168150.0,32.5609335,-85.5392915
"CARROLLTON, GA",CARROLLTON,GA,60772,44745,12385,229,671,5050,788,9471,2529,1890,4550,1771,601,504,13361,28482,3399,594,189,28.73333333,28.33333333,29.03333333,41364.5,15286.66667,810.5,114750.0,33.564943,-85.07971367
"WILSON, NC",WILSON,NC,60753,27757,26080,337,725,6294,714,10018,1998,3544,5685,2108,257,239,14815,28423,3165,565,336,38.45,37.0,39.85,44250.0,23110.5,767.5,129850.0,35.739857,-77.9367045
"RIVERDALE, GA",RIVERDALE,GA,60738,7745,47615,276,2807,5677,585,10491,1213,3720,4790,1852,327,240,13862,32132,4787,239,343,33.5,30.75,36.4,43745.0,18987.5,992.5,78900.0,33.558873,-84.420419
"MALDEN, MA",MALDEN,MA,60725,32848,8863,112,14820,6246,1149,11640,1217,2964,7861,4696,731,861,9480,35317,3407,2435,717,35.7,35.0,36.7,54883.0,26574.0,1288.0,330000.0,42.42938,-71.058706
"GRIFFIN, GA",GRIFFIN,GA,60719,37710,20452,255,647,2255,781,11676,3076,2494,4126,1423,670,364,13860,25261,3081,539,108,38.6,36.35,40.25,39780.0,20317.5,792.5,115350.0,33.246647,-84.259825
"LUTZ, FL",LUTZ,FL,60719,51662,4145,275,2328,10592,280,7542,1159,4172,10518,4266,865,975,5747,32809,2245,1152,464,40.5,40.25,41.075,67208.25,33891.5,951.25,229025.0,28.152678,-82.463614
"CROWN POINT, IN",CROWN POINT,IN,60717,52893,2762,51,1255,5525,231,12670,1280,4029,9487,2531,657,300,3411,31783,2259,839,234,40.4,39.7,41.2,69790.0,32392.0,950.0,187700.0,41.403937,-87.326039
"SAN PABLO, CA",SAN PABLO,CA,60627,28654,11059,340,10678,27430,1895,8430,1001,3141,5133,1368,303,224,10254,29777,3295,569,172,34.2,33.6,35.1,52014.0,21909.0,1199.0,246800.0,37.98079,-122.337627
"SKOKIE, IL",SKOKIE,IL,60576,36809,3812,103,17072,5768,1277,7662,969,3008,11740,5685,1348,800,7184,31306,2478,1330,459,43.6,41.55,45.75,64198.5,30272.5,1128.0,266200.0,42.035003,-87.743558
"MERIDEN, CT",MERIDEN,CT,60557,47996,6458,301,964,15285,545,14780,1808,3545,5439,2396,499,247,8667,32989,3543,946,275,39.95,39.05,40.75,53902.0,28424.0,950.0,178550.0,41.538859,-72.7995475
"BRISTOL, CT",BRISTOL,CT,60554,52745,2091,190,1157,7511,367,13361,1896,3616,7331,2776,455,202,6241,33765,3111,1354,486,41.6,38.8,43.6,61478.0,31709.0,894.0,194600.0,41.681578,-72.940749
"SOUTH JORDAN, UT",SOUTH JORDAN,UT,60489,55130,397,68,1616,3635,84,5350,520,3808,9587,3901,698,460,2100,30009,1114,1725,410,31.4,31.1,31.6,93984.0,31368.0,1408.0,332200.0,40.557499,-111.979453
"EASLEY, SC",EASLEY,SC,60459,53435,4486,328,394,2044,390,11038,2205,4640,5686,2120,478,223,8002,29726,2480,799,217,40.6,39.8,41.15,49590.5,23708.0,728.5,136600.0,34.8273265,-82.5695715
"LAKE FOREST, CA",LAKE FOREST,CA,60449,39956,1296,175,7673,17219,802,6558,632,3876,11691,3641,831,608,5360,34792,1959,2328,751,39.2,37.4,41.2,82769.0,36310.0,1674.0,504200.0,33.645736,-117.685503
"PONTIAC, MI",PONTIAC,MI,60328,23868,30636,178,1132,10074,583,10143,1935,2379,2917,1015,258,91,20901,28143,5329,488,181,32.93333333,31.9,34.06666667,28206.0,15955.66667,750.0,53800.0,42.64711033,-83.28623
"WHEATON, IL",WHEATON,IL,60263,52872,2358,33,3376,2804,336,4402,404,2452,14120,7608,1517,925,3679,32752,1811,1816,411,38.65,36.75,40.1,89319.5,43057.5,1222.0,340500.0,41.856676,-88.117233
"HEMPSTEAD, NY",HEMPSTEAD,NY,60216,12599,27394,62,1231,24678,755,10074,1340,2444,4083,2047,375,175,11203,31651,2767,327,230,27.35,26.65,28.0,57003.0,12971.5,1292.0,314300.0,40.709382,-73.6119415
"GILROY, CA",GILROY,CA,60203,43284,1213,412,3302,35158,1147,6418,715,3444,6392,2245,537,301,8616,30974,2910,1019,305,34.1,32.6,35.8,83858.0,31078.0,1418.0,513300.0,37.018419,-121.554249
"MAGNOLIA, TX",MAGNOLIA,TX,60182,53011,913,224,734,11340,321,8681,1969,2764,7749,2301,317,441,6620,31031,2625,1312,260,37.95,37.3,38.95,77550.5,33473.5,1054.0,196350.0,30.1865575,-95.698237
"ALEXANDRIA, LA",ALEXANDRIA,LA,60067,24557,32633,201,1508,1235,522,11343,2504,1861,4563,1897,743,460,14578,26046,2882,406,147,37.0,34.6,39.03333333,36814.33333,20446.66667,741.6666667,126400.0,31.25083167,-92.461557
"ANNANDALE, VA",ANNANDALE,VA,60058,36871,4196,230,12871,14633,917,6306,447,2293,10906,6509,1507,1125,5340,33177,1841,2332,964,39.4,38.2,40.4,95698.0,39320.0,1558.0,497000.0,38.829817,-77.215318
"ROCKLIN, CA",ROCKLIN,CA,59896,48298,1103,512,5151,7852,224,5874,688,5238,10780,3391,913,270,5048,31188,2727,1568,486,37.8,36.35,38.7,78321.5,34771.0,1352.0,344150.0,38.8033115,-121.257513
"SAINT CLAIR SHORES, MI",SAINT CLAIR SHORES,MI,59843,55047,2950,149,524,1009,302,12283,1266,4484,7035,2720,612,252,5846,31353,2784,930,313,44.26666667,41.43333333,46.96666667,53657.66667,29133.33333,919.3333333,95366.66667,42.495705,-82.892803
"CRYSTAL LAKE, IL",CRYSTAL LAKE,IL,59828,55852,1008,35,1452,5628,242,6966,725,3058,11500,4893,882,493,3360,33867,2151,1586,347,42.25,41.85,42.7,101569.5,42049.0,1592.5,255600.0,42.252453,-88.3207665
"LOGANVILLE, GA",LOGANVILLE,GA,59699,43915,12490,57,661,4047,413,10017,1437,3830,6009,1905,461,404,5212,30159,2434,924,471,36.0,33.8,37.8,64492.0,24554.0,1106.0,152500.0,33.815151,-83.893561
"WAKE FOREST, NC",WAKE FOREST,NC,59691,49221,7348,198,1062,3360,298,5885,967,3578,12306,4695,915,772,4140,30038,1683,2224,779,37.9,37.4,38.3,84086.0,35297.0,974.0,265200.0,35.986719,-78.554351
"LANCASTER, OH",LANCASTER,OH,59566,56704,1257,25,329,1031,375,14383,1925,3840,5027,1997,426,126,9220,28034,2315,585,121,39.9,38.2,42.6,44529.0,23652.0,735.0,133300.0,39.696463,-82.614717
"HIGHLAND, CA",HIGHLAND,CA,59501,35552,7008,537,4997,25730,1007,8561,1238,3125,4221,2486,573,301,10686,26523,3146,418,170,34.8,34.3,35.7,59722.0,22990.0,944.0,242500.0,34.126779,-117.183104
"OWINGS MILLS, MD",OWINGS MILLS,MD,59435,28541,23630,178,4741,4181,266,5777,852,2849,11766,5322,1826,885,4731,34068,1775,2001,1308,34.8,33.3,35.9,75369.0,39329.0,1335.0,274500.0,39.427563,-76.777976
"DANVILLE, VA",DANVILLE,VA,59368,32997,23672,71,621,1458,804,10058,2149,4116,4747,1950,484,309,12179,27552,2996,499,123,43.55,41.2,45.55,36427.0,22005.0,615.0,102500.0,36.611664,-79.4709255
"PETERSBURG, VA",PETERSBURG,VA,59312,21840,34887,58,745,2563,766,12237,2230,2171,4067,2177,212,233,12437,29298,3468,570,214,39.6,38.0,40.15,41269.5,21734.5,893.0,143500.0,37.1739505,-77.4503425
"CHESTERFIELD, MO",CHESTERFIELD,MO,59303,51305,1659,46,4917,1617,52,4292,300,2025,15076,8798,2807,1345,2768,29244,1325,1819,756,45.6,44.6,46.65,122941.0,60757.5,1039.5,432650.0,38.6477615,-90.5913115
"WEST DES MOINES, IA",WEST DES MOINES,IA,59259,50545,2388,98,4086,3672,115,5643,414,3730,14734,4928,1390,658,4523,35932,1357,2840,803,34.8,35.1,34.5,70527.0,41729.0,892.0,196250.0,41.5615845,-93.771599
"HILLIARD, OH",HILLIARD,OH,59179,51052,2358,18,3658,2295,265,6992,911,3011,12199,4476,1215,719,4912,33075,1212,2245,736,34.8,33.9,35.3,77013.0,34804.0,856.0,184200.0,40.02085,-83.194413
"MEDFORD, MA",MEDFORD,MA,59166,46670,5422,145,4512,3558,451,9466,786,2848,9818,6185,1274,1271,5881,35168,2030,2535,1279,35.3,34.4,36.1,76596.0,36323.0,1477.0,400900.0,42.42384,-71.107673
"OZONE PARK, NY",OZONE PARK,NY,59040,19389,4072,99,18435,24036,1800,10457,1918,2952,5847,1854,456,273,9939,30573,3381,447,199,35.15,33.8,36.15,60224.5,22549.0,1344.5,440000.0,40.68055,-73.8469955
"CLAYTON, NC",CLAYTON,NC,58873,47197,8462,374,392,5396,282,8712,1846,5095,7169,2079,274,161,3907,31056,2500,1643,407,36.25,35.0,37.35,66374.0,26826.0,1023.0,178900.0,35.63684,-78.4293705
"HOWELL, MI",HOWELL,MI,58863,56408,343,137,624,1312,128,9476,1199,3895,8167,3154,349,220,3730,30937,1829,1478,372,40.35,39.5,41.0,72124.0,31143.5,947.0,187050.0,42.628398,-83.910299
"CHICAGO HEIGHTS, IL",CHICAGO HEIGHTS,IL,58786,20575,28972,131,201,14186,585,10339,1329,3066,3941,1530,294,104,15418,27786,5238,178,78,33.8,32.4,36.1,41188.0,19350.0,895.0,102900.0,41.508774,-87.590314
